Specie,File,Validation,Alternative
Pluvialis squatarola,2MA00783-INM_20240511_062102_2048000_2051000_0.8708.WAV,-1,
Pluvialis squatarola,2MA00783-INM_20240416_200000_1371000_1376000_0.8101666666666666.WAV,-1,
Pluvialis squatarola,2MA00783-INM_20240618_060602_1372000_1375000_0.961.WAV,-1,
Pluvialis squatarola,2MA00783-INM_20240618_060602_692000_695000_0.7578.WAV,-1,
Pluvialis squatarola,2MA00783-INM_20240416_200000_1380000_1383000_0.8786.WAV,-1,
Lophophanes cristatus,2MA00783-INM_20240620_204600_2809000_2814000_0.7573.WAV,-1,
Lophophanes cristatus,2MA00783-INM_20240516_071702_1371000_1374000_0.9399.WAV,-1,
Lophophanes cristatus,2MA00783-INM_20240506_201700_1074000_1077000_0.9611.WAV,-1,
Lophophanes cristatus,2MA00783-INM_20240620_204600_2817000_2820000_0.8323.WAV,-1,
Lophophanes cristatus,2MA00783-INM_20240513_202300_1075000_1078000_0.8583.WAV,-1,
Nycticorax nycticorax,2MA00783-INM_20240617_050602_2502000_2505000_0.7878.WAV,-1,
Nycticorax nycticorax,2MA00783-INM_20240617_050602_2493000_2498000_0.9431333333333332.WAV,-1,
Delichon urbicum,2MA00783-INM_20240509_062302_2622000_2625000_0.9321.WAV,-1,
Delichon urbicum,2MA00783-INM_20240624_204700_1282000_1338000_0.7874415094339624.WAV,-1,
Delichon urbicum,2MA00783-INM_20240617_060602_3573000_3576000_0.7601.WAV,-1,
Delichon urbicum,2MA00783-INM_20240503_072902_775000_778000_0.754.WAV,-1,
Delichon urbicum,2MA00783-INM_20240510_072202_371000_374000_0.8857.WAV,-1,
Delichon urbicum,2MA00783-INM_20240506_072602_2748000_2751000_0.8425.WAV,-1,
Delichon urbicum,2MA00783-INM_20240511_212202_233000_236000_0.848.WAV,-1,
Delichon urbicum,2MA00783-INM_20240508_072402_3070000_3073000_0.7829.WAV,-1,
Delichon urbicum,2MA00783-INM_20240618_070602_3425000_3428000_0.7996.WAV,-1,
Dryocopus martius,2MA00783-INM_20240427_201000_2136000_2139000_0.8457.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240420_210302_3126000_3129000_0.9575.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240428_211002_2447000_2475000_0.7636000000000001.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_220002_1482000_1485000_0.9863.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240612_214402_1220000_1223000_0.8521.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240506_211702_1258000_1261000_0.8609.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240418_210202_1779000_1782000_0.7538.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240504_211602_549000_552000_0.8754.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240516_212602_1405000_1409000_0.88295.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240623_214702_437000_440000_0.8458.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_220002_1474000_1479000_0.9836333333333332.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240504_211602_142000_145000_0.8006.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240420_210302_3125000_3130000_0.9351.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240623_204700_3520000_3525000_0.7941.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240511_202200_2835000_2838000_0.8629.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_210002_1842000_1845000_0.9371.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_210002_1841000_1847000_0.856075.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240614_204400_3215000_3219000_0.7627999999999999.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240428_211002_2448000_2475000_0.7535000000000001.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240505_211702_1644000_1647000_0.9083.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240503_201500_1874000_1877000_0.8764.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_220002_1476000_1479000_0.9802.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240416_220002_1481000_1487000_0.852025.WAV,-1,
Actitis hypoleucos,2MA00783-INM_20240617_214502_886000_889000_0.8601.WAV,-1,
Loxia curvirostra,2MA00783-INM_20240517_061602_1099000_1102000_0.9663.WAV,-1,
Loxia curvirostra,2MA00783-INM_20240616_204500_3195000_3198000_0.9305.WAV,-1,
Loxia curvirostra,2MA00783-INM_20240505_201700_2996000_2999000_0.8186.WAV,-1,
Loxia curvirostra,2MA00783-INM_20240517_061602_1101000_1104000_0.7537.WAV,-1,
Tringa ochropus,2MA00783-INM_20240505_062702_2478000_2481000_0.8368.WAV,-1,
Anas crecca,2MA00783-INM_20240502_073002_1150000_1154000_0.8007.WAV,-1,
Anas crecca,2MA00783-INM_20240622_040700_580000_583000_0.9943.WAV,-1,
Anas crecca,2MA00783-INM_20240619_060702_650000_653000_0.7662.WAV,-1,
Acanthis flammea,2MA00783-INM_20240510_062202_1474000_1478000_0.8288.WAV,-1,
Larus michahellis,2MA00783-INM_20240618_060602_2904000_2915000_0.7933555555555556.WAV,-1,
Larus michahellis,2MA00783-INM_20240618_060602_2730000_2733000_0.8088.WAV,-1,
Cyanistes caeruleus,2MA00783-INM_20240618_050602_2581000_2585000_0.8125.WAV,-1,
Pinicola enucleator,2MA00783-INM_20240501_201300_1445000_1448000_0.8486.WAV,-1,
Pinicola enucleator,2MA00783-INM_20240425_063802_153000_156000_0.901.WAV,-1,
Pinicola enucleator,2MA00783-INM_20240619_214602_673000_676000_0.8549.WAV,-1,
Pinicola enucleator,2MA00783-INM_20240505_062702_659000_663000_0.80535.WAV,-1,
Ixobrychus minutus,2MA00783-INM_20240622_224702_1925000_1928000_0.9742.WAV,-1,
Ixobrychus minutus,2MA00783-INM_20240417_064802_2049000_2052000_0.9009.WAV,-1,
Ixobrychus minutus,2MA00783-INM_20240504_072802_3384000_3387000_0.821.WAV,-1,
Ixobrychus minutus,2MA00783-INM_20240416_220002_2739000_2742000_0.8497.WAV,-1,
Remiz pendulinus,2MA00783-INM_20240618_234602_402000_405000_0.7536.WAV,-1,
Porzana porzana,2MA00783-INM_20240517_202700_1279000_1282000_0.8879.WAV,-1,
Arenaria interpres,2MA00783-INM_20240503_201500_1931000_1934000_0.8338.WAV,-1,
Hydroprogne caspia,2MA00783-INM_20240624_214702_826000_829000_0.7648.WAV,-1,
Hydroprogne caspia,2MA00783-INM_20240412_075502_2562000_2565000_0.8232.WAV,-1,
Hydroprogne caspia,2MA00783-INM_20240618_060602_830000_833000_0.7687.WAV,-1,
Anas platyrhynchos,2MA00783-INM_20240510_042200_3503000_3506000_0.7856.WAV,-1,
Coccothraustes coccothraustes,2MA00783-INM_20240619_070702_963000_966000_0.8483.WAV,-1,
Coccothraustes coccothraustes,2MA00783-INM_20240617_204500_345000_348000_0.8186.WAV,-1,
Thalasseus sandvicensis,2MA00783-INM_20240621_060702_1820000_1823000_0.7757.WAV,-1,
Thalasseus sandvicensis,2MA00783-INM_20240504_201600_3081000_3084000_0.8395.WAV,-1,
Thalasseus sandvicensis,2MA00783-INM_20240617_214502_1437000_1441000_0.8764000000000001.WAV,-1,
Bombycilla garrulus,2MA00783-INM_20240516_212602_804000_807000_0.7769.WAV,-1,
Bombycilla garrulus,2MA00783-INM_20240619_204600_1011000_1014000_0.8647.WAV,-1,
Bombycilla garrulus,2MA00783-INM_20240516_202600_689000_693000_0.98285.WAV,-1,
Bombycilla garrulus,2MA00783-INM_20240506_201700_1368000_1371000_0.9929.WAV,-1,
Engine,2MA00783-INM_20240614_204400_461000_465000_0.761.WAV,-1,
Engine,2MA00783-INM_20240619_214602_3456000_3459000_0.8283.WAV,-1,
Engine,2MA00783-INM_20240511_212202_1929000_1937000_0.75495.WAV,-1,
Engine,2MA00783-INM_20240517_202700_816000_820000_0.80955.WAV,-1,
Charadrius hiaticula,2MA00783-INM_20240501_063102_2573000_2576000_0.7826.WAV,-1,
Uria aalge,2MA00783-INM_20240622_060702_2234000_2237000_0.8226.WAV,-1,
Uria aalge,2MA00783-INM_20240502_063002_2374000_2377000_0.8653.WAV,-1,
Scolopax rusticola,2MA00783-INM_20240506_062602_732000_735000_0.8683.WAV,-1,
Burhinus oedicnemus,2MA00783-INM_20240619_060702_1431000_1434000_0.8156.WAV,-1,
Burhinus oedicnemus,2MA00783-INM_20240507_052502_1249000_1260000_0.8307222222222221.WAV,-1,
Anthus petrosus,2MA00783-INM_20240623_204700_3584000_3588000_0.7766.WAV,-1,
Petronia petronia,2MA00783-INM_20240623_060702_3397000_3400000_0.7924.WAV,-1,
Erithacus rubecula,2MA00783-INM_20240517_212702_1001000_1004000_0.7541.WAV,-1,
Erithacus rubecula,2MA00783-INM_20240619_214602_213000_216000_0.8034.WAV,-1,
Anthus trivialis,2MA00783-INM_20240612_214402_1264000_1267000_0.9121.WAV,-1,
Anthus trivialis,2MA00783-INM_20240622_070702_1565000_1568000_0.9833.WAV,-1,
Anthus trivialis,2MA00783-INM_20240502_201400_3585000_3588000_0.7522.WAV,-1,
Anthus trivialis,2MA00783-INM_20240622_070702_1569000_1572000_0.7956.WAV,-1,
Anthus trivialis,2MA00783-INM_20240617_204500_3303000_3306000_0.8483.WAV,-1,
Anthus trivialis,2MA00783-INM_20240614_060602_3123000_3126000_0.818.WAV,-1,
Anthus trivialis,2MA00783-INM_20240511_202200_2430000_2433000_0.869.WAV,-1,
Anthus trivialis,2MA00783-INM_20240508_042400_2065000_2070000_0.8206000000000001.WAV,-1,
Anthus trivialis,2MA00783-INM_20240615_204500_2186000_2189000_0.8049.WAV,-1,
Anthus trivialis,2MA00783-INM_20240506_052602_3576000_3579000_0.7545.WAV,-1,
Anthus trivialis,2MA00783-INM_20240617_204500_3115000_3118000_0.9038.WAV,-1,
Otus scops,2MA00783-INM_20240423_200600_990000_993000_0.8181.WAV,-1,
Otus scops,2MA00783-INM_20240504_072802_3568000_3571000_0.8158.WAV,-1,
Cecropis daurica,2MA00783-INM_20240621_204600_426000_429000_0.8482.WAV,-1,
Tringa erythropus,2MA00783-INM_20240502_201400_3546000_3550000_0.7777499999999999.WAV,-1,
Tringa erythropus,2MA00783-INM_20240503_211502_909000_912000_0.8577.WAV,-1,
Tringa erythropus,2MA00783-INM_20240428_043500_2899000_2902000_0.784.WAV,-1,
Ficedula parva,2MA00783-INM_20240620_070702_2913000_2916000_0.866.WAV,-1,
Fringilla coelebs,2MA00783-INM_20240509_072302_3413000_3416000_0.8981.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240418_054702_3174000_3177000_0.8047.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240506_072602_1137000_1140000_0.7869.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240418_064702_2526000_2529000_0.7969.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240427_211002_1692000_1695000_0.8961.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240416_230002_3582000_3585000_0.8853.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240504_201600_2787000_2790000_0.7746.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240505_052702_3222000_3225000_0.8349.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240426_200900_1995000_1998000_0.8033.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240420_200300_807000_810000_0.7755.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240501_053102_1458000_1461000_0.8358.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240420_210302_876000_879000_0.7577.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240429_211102_1560000_1563000_0.8016.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240418_064702_129000_132000_0.7913.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240507_211802_840000_843000_0.76.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240426_043700_2133000_2136000_0.7504.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240420_200300_2310000_2313000_0.8981.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240425_210802_1767000_1770000_0.7571.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240503_211502_1050000_1053000_0.7696.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240422_200500_1806000_1809000_0.7821.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240422_200500_2475000_2478000_0.8456.WAV,-1,
Luscinia megarhynchos,2MA00783-INM_20240501_053102_2058000_2061000_0.7812.WAV,-1,
Picus sharpei,2MA00783-INM_20240504_072802_2620000_2631000_0.7840750000000001.WAV,-1,
Picus sharpei,2MA00783-INM_20240504_072802_3110000_3116000_0.7692.WAV,-1,
Dendrocopos major,2MA00783-INM_20240619_224602_2098000_2101000_0.7756.WAV,-1,
Dendrocopos major,2MA00783-INM_20240514_202400_1223000_1226000_0.7596.WAV,-1,
Motacilla alba,2MA00783-INM_20240504_201600_1648000_1651000_0.8412.WAV,-1,
Strix aluco,2MA00783-INM_20240612_214402_3591000_3594000_0.7893.WAV,-1,
Strix aluco,2MA00783-INM_20240510_062202_2172000_2175000_0.7763.WAV,-1,
Strix aluco,2MA00783-INM_20240612_214402_3273000_3276000_0.8004.WAV,-1,
Strix aluco,2MA00783-INM_20240612_214402_3393000_3396000_0.7968.WAV,-1,
Strix aluco,2MA00783-INM_20240612_214402_3387000_3390000_0.7768.WAV,-1,
Strix aluco,2MA00783-INM_20240612_214402_3528000_3531000_0.8624.WAV,-1,
Columba livia,2MA00783-INM_20240621_204600_709000_714000_0.7507666666666667.WAV,-1,
Linaria cannabina,2MA00783-INM_20240505_072702_3332000_3335000_0.8294.WAV,-1,
Linaria cannabina,2MA00783-INM_20240517_202700_1325000_1329000_0.7752.WAV,-1,
Gallinula chloropus,2MA00783-INM_20240502_073002_1939000_1943000_0.8553999999999999.WAV,-1,
Passer domesticus,2MA00783-INM_20240617_070602_2558000_2568000_0.8010625.WAV,-1,
Passer domesticus,2MA00783-INM_20240506_072602_775000_778000_0.7569.WAV,-1,
Passer domesticus,2MA00783-INM_20240514_202400_2831000_2835000_0.8202.WAV,-1,
Passer domesticus,2MA00783-INM_20240507_072502_2642000_2648000_0.825775.WAV,-1,
Passer domesticus,2MA00783-INM_20240506_072602_672000_675000_0.753.WAV,-1,
Passer domesticus,2MA00783-INM_20240617_070602_3190000_3223000_0.8194866666666667.WAV,-1,
Passer domesticus,2MA00783-INM_20240613_060602_1941000_1944000_0.7699.WAV,-1,
Passer domesticus,2MA00783-INM_20240513_071902_919000_922000_0.7643.WAV,-1,
Passer domesticus,2MA00783-INM_20240615_204500_1526000_1545000_0.9302529411764706.WAV,-1,
Passer domesticus,2MA00783-INM_20240619_070702_964000_967000_0.7564.WAV,-1,
Estrilda astrild,2MA00783-INM_20240507_211802_1089000_1092000_0.774.WAV,-1,
Charadrius dubius,2MA00783-INM_20240501_053102_2098000_2103000_0.8725666666666667.WAV,-1,
Charadrius dubius,2MA00783-INM_20240501_053102_2106000_2109000_0.8154.WAV,-1,
Charadrius dubius,2MA00783-INM_20240516_041700_1472000_1476000_0.77365.WAV,-1,
Charadrius dubius,2MA00783-INM_20240424_200700_1562000_1565000_0.7537.WAV,-1,
Turdus merula,2MA00783-INM_20240506_072602_723000_726000_0.7696.WAV,-1,
Turdus merula,2MA00783-INM_20240506_062602_397000_400000_0.7757.WAV,-1,
Turdus merula,2MA00783-INM_20240514_061902_2113000_2116000_0.9024.WAV,-1,
Turdus merula,2MA00783-INM_20240516_061702_866000_869000_0.7655.WAV,-1,
Turdus merula,2MA00783-INM_20240517_061602_865000_870000_0.8378333333333333.WAV,-1,
Turdus merula,2MA00783-INM_20240413_065400_2339000_2344000_0.7547666666666667.WAV,-1,
Turdus merula,2MA00783-INM_20240515_061802_1741000_1744000_0.8024.WAV,-1,
Turdus merula,2MA00783-INM_20240619_060702_2471000_2474000_0.8437.WAV,-1,
Turdus merula,2MA00783-INM_20240516_061702_850000_853000_0.8624.WAV,-1,
Turdus merula,2MA00783-INM_20240511_062102_1498000_1502000_0.82005.WAV,-1,
Turdus merula,2MA00783-INM_20240413_065400_390000_395000_0.7863000000000001.WAV,-1,
Turdus merula,2MA00783-INM_20240412_065500_907000_912000_0.8273666666666667.WAV,-1,
Turdus merula,2MA00783-INM_20240614_204400_113000_121000_0.9412666666666668.WAV,-1,
Turdus merula,2MA00783-INM_20240413_205702_280000_286000_0.8171999999999999.WAV,-1,
Turdus merula,2MA00783-INM_20240516_061702_1192000_1195000_0.7964.WAV,-1,
Turdus merula,2MA00783-INM_20240517_212702_1986000_1990000_0.79145.WAV,-1,
Turdus merula,2MA00783-INM_20240517_212702_1673000_1678000_0.7623000000000001.WAV,-1,
Turdus merula,2MA00783-INM_20240506_062602_1437000_1441000_0.8030999999999999.WAV,-1,
Turdus merula,2MA00783-INM_20240512_062002_132000_135000_0.7529.WAV,-1,
Turdus merula,2MA00783-INM_20240512_202300_2515000_2520000_0.7639666666666667.WAV,-1,
Turdus merula,2MA00783-INM_20240625_204700_1644000_1648000_0.7895.WAV,-1,
Turdus merula,2MA00783-INM_20240512_212302_1668000_1671000_0.766.WAV,-1,
Turdus merula,2MA00783-INM_20240514_061902_2069000_2074000_0.9414.WAV,-1,
Turdus merula,2MA00783-INM_20240614_204400_101000_109000_0.92324.WAV,-1,
Turdus merula,2MA00783-INM_20240415_065100_807000_814000_0.7894.WAV,-1,
